rank	word	normalized_word	count	subjects	files	first_seen	preview_path	audio_path	meaning	basic_form	accent	synonyms
340	aboriginal	aboriginal	1	AmericanHistory	AmericanHistory/06words.md	AmericanHistory/06words.md	AmericanHistory/06words_pronunciation/index.html		先住民の、原住民の；土着の		àb-ə-RĬJ-ə-nəl	indigenous, native, original
341	above the mantle	above the mantle	1	Geology	Geology/55words.md	Geology/55words.md	Geology/55words_pronunciation/index.html		マントルの上に		ə-BUV thə MAN-tl	over the mantle, atop the mantle, on the mantle
342	abrupt	abrupt	1	SantaAI	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md		急な；突然の		ə-BRŬPT	sudden, sharp, unexpected
343	absence of	absence of	1	SantaAI	SantaAI/単語集/5月/知らない単語集0524.md	SantaAI/単語集/5月/知らない単語集0524.md	SantaAI/単語集/5月/知らない単語集0524.md		〜の不在；〜がないこと		AB-səns əv	lack of, without, nonexistence of
344	absolutely	absolutely	1	SantaAI	SantaAI/単語集/5月/知らない単語集0520.md	SantaAI/単語集/5月/知らない単語集0520.md	SantaAI/単語集/5月/知らない単語集0520.md		絶対に、完全に		ăb-sə-LŪT-lē	completely, definitely, entirely
345	absolutely indivisible, qualitatively identical	absolutely indivisible, qualitatively identical	1	Philosophy	Philosophy/27words.md	Philosophy/27words.md	Philosophy/27words_pronunciation/index.html		絶対に分割できない、性質的に同一の		ĭn-dĭ-VĬZ-ə-bəl	completely inseparable and identical in quality, indivisible and uniform
346	absorbed	absorbed	1	Psychology	Psychology/29words.md	Psychology/29words.md	Psychology/29words_pronunciation/index.html		吸収された；没頭した；取り込まれた	absorb	əb-ZÔRBD	taken in, engrossed, incorporated
347	absorbing	absorbing	1	Biology	Biology/42words.md	Biology/42words.md	Biology/42words_pronunciation/index.html	Biology/42words_pronunciation/audio/033_absorbing.mp3	吸収している	absorb	əb-ZÔR-bĭng	taking in, assimilating, soaking up
348	absorption	absorption	1	EarthScience	EarthScience/45words.md	EarthScience/45words.md	EarthScience/45words_pronunciation/index.html		吸収		əb-ZÔRP-shən	uptake, assimilation, intake
349	absorption of light by the specimen	absorption of light by the specimen	1	Optics	Optics/51words.md	Optics/51words.md	Optics/51words_pronunciation/index.html		試料による光の吸収		əb-ZÔRP-shən əv līt bī thə SPĔS-ə-mən	light absorption by sample, specimen absorption, optical absorption
350	abstract concepts	abstract concepts	1	Linguistics	Linguistics/20words.md	Linguistics/20words.md	Linguistics/20words_pronunciation/index.html		抽象的な概念		ĂB-străkt KŎN-sĕpts	intangible ideas, theoretical notions, non-concrete ideas
351	accelerate	accelerate	1	Biology	Biology/43words.md	Biology/43words.md	Biology/43words_pronunciation/index.html		加速する		ăk-SĔL-ə-rāt	speed up, hasten, quicken
352	accept	accept	1	Linguistics	Linguistics/20words.md	Linguistics/20words.md	Linguistics/20words_pronunciation/index.html		受け入れる；承認する；認める		ăk-SĔPT	acknowledge, embrace, approve
353	accepted	accepted	1	SantaAI	SantaAI/単語集/5月/知らない単語集0529.md	SantaAI/単語集/5月/知らない単語集0529.md	SantaAI/単語集/5月/知らない単語集0529.md		受け入れられた；認められた	accept	ək-SEP-tĭd	approved, acknowledged, admitted
354	accidentally	accidentally	1	Archaeology	Archaeology/04/04words.md	Archaeology/04/04words.md	Archaeology/04/04words_pronunciation/index.html		偶然に、誤って、意図せずに	accidental	ăk-sĭ-DĔN-tl	unintentionally, inadvertently, by chance
355	accommodating	accommodating	1	SantaAI	SantaAI/単語集/5月/知らない単語集0524.md	SantaAI/単語集/5月/知らない単語集0524.md	SantaAI/単語集/5月/知らない単語集0524.md		配慮のある；融通の利く	accommodate	ə-KÄM-ə-dā-tĭng	helpful, flexible, considerate
356	accompanied	accompanied	1	Biology	Biology/41words.md	Biology/41words.md	Biology/41words_pronunciation/index.html		伴った；付随した	accompany	ə-KŬM-pə-nēd	joined by, associated with, coupled with
357	accompanying	accompanying	1	SantaAI	SantaAI/単語集/5月/知らない単語集0530.md	SantaAI/単語集/5月/知らない単語集0530.md	SantaAI/単語集/5月/知らない単語集0530.md		付随する；同行する	accompany	ə-KUM-pə-nē-ĭng	accompanying, following, attached
358	according to theory	according to theory	1	Biology	Biology/41words.md	Biology/41words.md	Biology/41words_pronunciation/index.html		理論によれば		ə-KÔR-dĭng tə THĒ-ə-rē	theoretically, as theory suggests, by hypothesis
359	accounted for	accounted for	1	Ecology	Ecology/49words.md	Ecology/49words.md	Ecology/49words_pronunciation/index.html		〜を占めた；説明された	account for	ə-KOUN-tĭd fôr	made up, represented, explained
360	accounting	accounting	1	Linguistics	Linguistics/21words.md	Linguistics/21words.md	Linguistics/21words_pronunciation/index.html		説明すること；説明責任；会計	account	ə-KOUNT-ĭng	explaining, justifying, describing
361	acculturation	acculturation	1	SantaAI	SantaAI/単語集/5月/知らない単語集0530.md	SantaAI/単語集/5月/知らない単語集0530.md	SantaAI/単語集/5月/知らない単語集0530.md		文化変容；異文化適応		ə-kŭl-chə-RĀ-shən	cultural adaptation, assimilation, integration
362	accuracy	accuracy	1	ComputerScience	ComputerScience/44words.md	ComputerScience/44words.md	ComputerScience/44words_pronunciation/index.html		正確さ；精度		ĂK-yə-rə-sē	precision, exactness, correctness
363	achieve	achieve	1	Linguistics	Linguistics/21words.md	Linguistics/21words.md	Linguistics/21words_pronunciation/index.html		達成する；成し遂げる；獲得する		ə-CHĒV	accomplish, attain, reach
364	achievements	achievements	1	Biology	Biology/39words.md	Biology/39words.md	Biology/39words_pronunciation/index.html		達成；業績	achievement	ə-CHĒV-mənts	accomplishments, attainments, successes
365	acid(酸)	acid(酸	1	SantaAI	SantaAI/単語集/6月/知らない単語集0602.md	SantaAI/単語集/6月/知らない単語集0602.md	SantaAI/単語集/6月/知らない単語集0602.md		酸；酸性の物質		AS-id	sour substance, proton donor, acidic compound
366	acknowledge	acknowledge	1	Biology	Biology/39words.md	Biology/39words.md	Biology/39words_pronunciation/index.html		認める；承認する		ăk-NŎL-ĭj	admit, recognize, accept
367	acquire	acquire	1	Linguistics	Linguistics/20words.md	Linguistics/20words.md	Linguistics/20words_pronunciation/index.html		習得する；身につける；取得する		ə-KWĪR	learn, obtain, master
368	acquired	acquired	1	Archaeology	Archaeology/04/04words.md	Archaeology/04/04words.md	Archaeology/04/04words_pronunciation/index.html		取得した、習得した、身につけた	acquire	ə-KWĪRD	obtained, gained, attained
369	acquisition	acquisition	1	Linguistics	Linguistics/21words.md	Linguistics/21words.md	Linguistics/21words_pronunciation/index.html		習得；取得；獲得		ăk-wĭ-ZĬSH-ən	learning, attainment, mastery
370	across	across	1	SantaAI	SantaAI/単語集/6月/知らない単語集0605.md	SantaAI/単語集/6月/知らない単語集0605.md	SantaAI/単語集/6月/知らない単語集0605.md		〜を横切って；〜の向こう側に；〜全体にわたって		ə-KRÔS	over, throughout, crosswise
371	act	act	1	Biology	Biology/43words.md	Biology/43words.md	Biology/43words_pronunciation/index.html		作用する；行動する		ĂKT	function, operate, perform
372	acts	acts	1	Biology	Biology/38words.md	Biology/38words.md	Biology/38words_pronunciation/index.html		行為；行動	act	ĂKTS	actions, deeds, behaviors
373	adaptation made possible	adaptation made possible	1	Biology	Biology/37words.md	Biology/37words.md	Biology/37words_pronunciation/index.html		適応を可能にした		ăd-ăp-TĀ-shən mād PŎS-ə-bəl	enabled adjustment, allowed adaptation, facilitated survival
374	adapting	adapting	1	Ethnology	Ethnology/EthnoogyandIdentity.md	Ethnology/EthnoogyandIdentity.md	Ethnology/EthnoogyandIdentity.md		適応する	adapt	ə-DÄPT	adjust, conform, acclimatize
375	additional	additional	1	SantaAI	SantaAI/単語集/5月/知らない単語集0525.md	SantaAI/単語集/5月/知らない単語集0525.md	SantaAI/単語集/5月/知らない単語集0525.md		追加の；さらなる		ə-DĬSH-ə-nəl	extra, supplementary, added
376	addressing the problem	addressing the problem	1	SantaAI	SantaAI/単語集/5月/知らない単語集0523.md	SantaAI/単語集/5月/知らない単語集0523.md	SantaAI/単語集/5月/知らない単語集0523.md		問題に取り組むこと	address the problem	ə-DRES-ĭng thə PRÄB-ləm	tackling the issue, dealing with the problem, confronting the problem
377	Addressing the problem of soil erosion	addressing the problem of soil erosion	1	SantaAI	SantaAI/単語集/5月/知らない単語集0512.md	SantaAI/単語集/5月/知らない単語集0512.md	SantaAI/単語集/5月/知らない単語集0512.md		土壌侵食の問題に対処すること	address（動詞）	ə-DRE-sing thə PRÄB-ləm əv soil i-RŌ-zhən	tackling soil erosion issues, dealing with erosion problems, confronting soil degradation
378	adds up to	adds up to	1	Geology	Geology/55words.md	Geology/55words.md	Geology/55words_pronunciation/index.html		合計で～になる	add up to	adz up tū	totals, amounts to, comes to
379	adequately	adequately	1	Art	Art/23words.md	Art/23words.md	Art/23words_pronunciation/index.html		十分に；適切に		ĂD-ĭ-kwĭt-lē	sufficiently, satisfactorily, appropriately
380	adjacent	adjacent	1	Geology	Geology/54words.md	Geology/54words.md	Geology/54words_pronunciation/index.html		隣接した		ə-JĀ-sənt	neighboring, nearby, adjoining
381	adjust	adjust	1	SantaAI	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md		調整する；慣れる		ə-JŬST	adapt, modify, alter
382	adjustment	adjustment	1	SantaAI	SantaAI/単語集/5月/知らない単語集0524.md	SantaAI/単語集/5月/知らない単語集0524.md	SantaAI/単語集/5月/知らない単語集0524.md		調整；適応		ə-JŬST-mənt	modification, adaptation, revision
383	adjustments to	adjustments to	1	SantaAI	SantaAI/単語集/6月/知らない単語集0609.md	SantaAI/単語集/6月/知らない単語集0609.md	SantaAI/単語集/6月/知らない単語集0609.md		〜への調整；〜の修正		ə-JƏSTmənts tū	changes to, modifications to, revisions to
384	Administration	administration	1	Ecology	Ecology/49words.md	Ecology/49words.md	Ecology/49words_pronunciation/index.html		行政機関；管理		ăd-mĭn-ĭ-STRĀ-shən	authority, agency, governance
385	admitted	admitted	1	AmericanHistory	AmericanHistory/08words.md	AmericanHistory/08words.md	AmericanHistory/08words_pronunciation/index.html		認めた；加入を許可した	admit	əd-MIT	accepted, acknowledged, allowed
386	adolescence	adolescence	1	SantaAI	SantaAI/単語集/5月/知らない単語集0518.md	SantaAI/単語集/5月/知らない単語集0518.md	SantaAI/単語集/5月/知らない単語集0518.md		青年期、思春期		ăd-ə-LES-əns	teenage years, youth, puberty
387	adulthood	adulthood	1	SantaAI	SantaAI/単語集/5月/知らない単語集0518.md	SantaAI/単語集/5月/知らない単語集0518.md	SantaAI/単語集/5月/知らない単語集0518.md		成人期		ə-DŬLT-hood	maturity, grown-up stage, majority
388	advent	advent	1	Journalism	Journalism/Newspapres.md	Journalism/Newspapres.md	Journalism/Newspapres.md		到来、出現、登場		ĂD-vĕnt	arrival, emergence, appearance
389	aerospace	aerospace	1	Economics	Economics/12words.md	Economics/12words.md	Economics/12words_pronunciation/index.html		航空宇宙（産業）の		AIR-ō-ˌspās	aviation, spaceflight, aeronautics
390	aesthetic	aesthetic	1	SantaAI	SantaAI/単語集/5月/知らない単語集0520.md	SantaAI/単語集/5月/知らない単語集0520.md	SantaAI/単語集/5月/知らない単語集0520.md		美的な；美学		ĕs-THET-ĭk	artistic, visual, tasteful
391	affairs	affairs	1	Journalism	Journalism/Newspapres.md	Journalism/Newspapres.md	Journalism/Newspapres.md		事柄、出来事；問題、案件	affair	ə-FÂRZ	matters, events, issues
392	affecting	affecting	1	EarthScience	EarthScience/45words.md	EarthScience/45words.md	EarthScience/45words_pronunciation/index.html		影響を与えること	affect	ə-FĔK-tĭng	influencing, impacting, altering
393	afforded	afforded	1	AmericanHistory	AmericanHistory/06words.md	AmericanHistory/06words.md	AmericanHistory/06words_pronunciation/index.html		〜を与えた、もたらした；（金銭的に）余裕があった	afford	ə-FÔRD	provided, offered, granted
394	after crossing time zones	after crossing time zones	1	SantaAI	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md		複数の時間帯をまたいだ後に		AF-tər KRÔS-ĭng tīm zōnz	after long-distance travel, after flying across zones, following time-zone travel
395	afterward	afterward	1	ArtHistory	ArtHistory/05/05words.md	ArtHistory/05/05words.md	ArtHistory/05/05words_pronunciation/index.html		その後；後で		AF-tər-wərd	subsequently, later, thereafter
396	against	against	1	AmericanHistory	AmericanHistory/09words.md	AmericanHistory/09words.md	AmericanHistory/09words_pronunciation/index.html		〜に反して；〜に対して		ə-GENST	opposed to, versus, contrary to
397	agencies	agencies	1	Economics	Economics/12words.md	Economics/12words.md	Economics/12words_pronunciation/index.html		機関（複数）；代理店（複数）	agency	Ā-jən-sē	organizations, offices, departments
398	aggregates of fixed particles or units	aggregates of fixed particles or units	1	Philosophy	Philosophy/27words.md	Philosophy/27words.md	Philosophy/27words_pronunciation/index.html		固定された粒子や単位の集合体		ĂG-rĭ-gĭts	collections of particles, assemblages of units, groups of fixed elements
399	agoutis	agoutis	1	SantaAI	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md		アグーチ類	agouti	ə-GOO-tēz	rodents, seed-caching mammals, tropical foragers
400	agreements	agreements	1	SantaAI	SantaAI/単語集/5月/知らない単語集0530.md	SantaAI/単語集/5月/知らない単語集0530.md	SantaAI/単語集/5月/知らない単語集0530.md		合意；協定	agreement	ə-GRĒ-mənts	accords, contracts, deals
401	aim to	aim to	1	SantaAI	SantaAI/単語集/5月/知らない単語集0525.md	SantaAI/単語集/5月/知らない単語集0525.md	SantaAI/単語集/5月/知らない単語集0525.md		〜することを目指す		ām too	seek to, strive to, intend to
